gender,height,weight,bmi_category,bmi,age,meals_per_day,exercise_level,bmr,carbs,proteins,fats,calories,fdc_id,food,fiber,protein,fat
0.0,0.0,0.0,0,0.0,21,3,4,1713.75,407.016,162.806,108.538,3256.13,328189,"Proximates, Cheddar cheese, sliced, store brand, PUBLIX & SHOPRITE (CT,FL) - NFY120DF9",0.0,0.0,32.9
0.0,0.0,0.0,0,0.0,24,3,0,1975.0,296.25,118.5,79.0,2370.0,335371,"Beans, Dry, Navy, 228 (0% moisture)",4.4,24.3,1.76
0.0,0.0,0.0,0,0.0,25,3,2,1572.75,304.72,121.888,81.259,2437.763,333380,"Proximates, Pollock, raw (CT) - NFY060DMV",0.0,0.0,0.51
0.0,0.0,0.0,0,0.0,22,4,0,1359.0,203.85,81.54,54.36,1630.8,327417,"Oranges, Navel, Raw, Region 1, n/a, Yes, Fiber - NFY0103ZW",1.9,0.0,0.0
0.0,0.0,0.0,0,0.0,22,2,1,1110.25,190.824,76.33,50.886,1526.59,2514448,"sorghum, flour",0.0,0.0,4.37
0.0,0.0,0.0,0,0.0,25,3,0,1881.25,282.188,112.875,75.25,2257.502,335198,"TDF, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OP",5.7,0.0,0.0
0.0,0.0,0.0,0,0.0,21,3,0,1868.75,280.312,112.125,74.75,2242.498,333890,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S48",0.0,0.0,0.99
0.0,0.0,0.0,0,0.0,22,3,2,1575.0,305.156,122.062,81.375,2441.247,2685582,"Tomato, puree, canned",1.971,1.578125,0.265
0.0,0.0,0.0,0,0.0,32,3,0,1107.75,166.162,66.465,44.31,1329.298,335394,"Beans, Dry, Navy, 543 (0% moisture)",4.2,23.4,1.54
0.0,0.0,0.0,0,0.0,20,4,0,1257.75,188.662,75.465,50.31,1509.298,2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",0.0,21.275,6.274
0.0,0.0,0.0,0,0.0,24,2,0,1737.5,260.625,104.25,69.5,2085.0,335976,"Beans, Dry, Great Northern, 651 (0% moisture)",4.2,22.3,1.1
0.0,0.0,0.0,0,0.0,46,3,4,1230.25,292.184,116.874,77.916,2337.476,328749,"Proximates, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPL",0.0,0.0,2.07
0.0,0.0,0.0,0,0.0,28,3,0,1575.25,236.288,94.515,63.01,1890.302,335776,"Beans, Dry, Medium Red, 756 (0% moisture)",4.3,24.9,1.07
0.0,0.0,0.0,0,0.0,22,4,1,1127.75,193.832,77.533,51.689,1550.661,335984,"Beans, Dry, Great Northern, 644 (0% moisture)",4.2,21.8,1.27
0.0,0.0,0.0,0,0.0,25,3,0,1888.75,283.312,113.325,75.55,2266.498,335256,"Beans, Dry, Pink, 11F-8059 (0% moisture)",4.1,23.2,1.09
0.0,0.0,0.0,0,0.0,33,3,0,1678.75,251.812,100.725,67.15,2014.498,336051,"Beans, Dry, Great Northern, 449 (0% moisture)",4.2,21.5,1.27
0.0,0.0,0.0,0,0.0,37,3,0,1941.25,291.188,116.475,77.65,2329.502,332236,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - NFY0904Z3",0.0,0.0,0.67
0.0,0.0,0.0,0,0.0,23,3,2,1783.75,345.602,138.241,92.16,2764.812,2646172,"Beef, ribeye, steak, boneless, choice, raw",0.0,18.74375,20.04
0.0,0.0,0.0,0,0.0,30,3,0,1693.75,254.062,101.625,67.75,2032.498,336019,"Beans, Dry, Great Northern, 327 (0% moisture)",4.3,23.4,1.38
0.0,0.0,0.0,0,0.0,43,3,0,1564.0,234.6,93.84,62.56,1876.8,2645897,"beans, cannellini, canned, sodium added",0.0,0.0,1.31
0.0,0.0,0.0,0,0.0,22,3,0,1556.25,233.438,93.375,62.25,1867.502,2003594,"Cranberry juice, not fortified, from concentrate, shelf stable",0.0,0.0,0.3375
0.0,0.0,0.0,0,0.0,23,3,3,1681.25,362.52,145.008,96.672,2900.16,2257045,"Almond milk, unsweetened, plain, refrigerated",0.0,0.65625,1.558
0.0,0.0,0.0,0,0.0,22,2,0,1435.0,215.25,86.1,57.4,1722.0,2710835,"Corn flour, masa harina, white or yellow, dry, raw",7.038,7.5625,4.34
0.0,0.0,0.0,0,0.0,24,3,0,1746.25,261.938,104.775,69.85,2095.502,324146,"BEEF BREAKFAST SAUSAGE, BANQUET BROWN N SERVE SAUSAGE LINKS, MAPLE FLAVOR",0.0,0.0,32.5
0.0,0.0,0.0,0,0.0,27,4,0,1982.5,297.375,118.95,79.3,2379.0,323505,"Kale, raw",4.1,2.92,1.49
0.0,0.0,0.0,0,0.0,46,3,0,1823.75,273.562,109.425,72.95,2188.498,746995,"Cheese, American",0.0,0.0,32.0
0.0,0.0,0.0,0,0.0,22,4,0,1846.25,276.938,110.775,73.85,2215.502,332112,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (AL1) - NFY0904VF",0.0,0.0,1.38
0.0,0.0,0.0,0,0.0,30,3,0,1405.0,210.75,84.3,56.2,1686.0,335953,"Beans, Dry, Great Northern, 11F-8085 (0% moisture)",4.2,24.4,1.09
0.0,0.0,0.0,0,0.0,21,3,0,1370.0,205.5,82.2,54.8,1644.0,2259794,"Yogurt, Greek, plain, whole milk",0.0,8.77888,4.394
0.0,0.0,0.0,0,0.0,23,2,2,1610.0,311.938,124.775,83.183,2495.499,335801,"Beans, Dry, Black, 11F-8150 (0% moisture)",4.4,24.4,1.12
0.0,0.0,0.0,0,0.0,23,3,0,2068.75,310.312,124.125,82.75,2482.498,320389,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 11, select",0.0,23.5,2.81
0.0,0.0,0.0,0,0.0,23,2,0,1205.25,180.788,72.315,48.21,1446.302,335984,"Beans, Dry, Great Northern, 644 (0% moisture)",4.2,21.8,1.27
0.0,0.0,0.0,0,0.0,29,3,0,1930.0,289.5,115.8,77.2,2316.0,330929,"Fat, Chicken, skin, roasted, from drumsticks and thighs, non-enhanced (National) - 14B-02-01-TotalFat",0.0,0.0,45.6
0.0,0.0,0.0,0,0.0,35,3,0,1014.0,152.1,60.84,40.56,1216.8,2003602,"Mushroom, maitake",3.071,2.203125,0.265
0.0,0.0,0.0,0,0.0,42,2,0,1493.75,224.062,89.625,59.75,1792.498,332236,"Proximates, Sauce, pasta, HUNTS original, canned spaghetti sauce (CA1) - NFY0904Z3",0.0,0.0,0.67
0.0,0.0,0.0,0,0.0,26,3,1,1320.25,226.918,90.767,60.511,1815.339,326440,"Carrots, whole, unprepared - Proximates - NF99140C",0.0,0.0,1.51
0.0,0.0,0.0,0,0.0,26,3,0,1975.0,296.25,118.5,79.0,2370.0,2687120,"tomato, puree, canned, no salt added",1.65,0.0,0.0
0.0,0.0,0.0,0,0.0,36,3,0,1119.0,167.85,67.14,44.76,1342.8,326569,"TDF, Mustard, yellow, store brand, SAFEWAY & SAFEWAY (CA1,CO1) - NFY120I1O",5.2,0.0,0.0
0.0,0.0,0.0,0,0.0,29,3,0,1480.25,222.038,88.815,59.21,1776.302,2747673,"Tuna, ahi or yellowfin, frozen, wild caught",0.0,24.7,0.3875
0.0,0.0,0.0,0,0.0,31,2,0,1382.75,207.412,82.965,55.31,1659.298,2645945,"beans, kidney, dark red, canned, sodium added, sugar added",0.0,0.0,1.14
0.0,0.0,0.0,0,0.0,21,2,0,1272.5,190.875,76.35,50.9,1527.0,2512372,"Flour, quinoa",6.295,11.92235,6.601
0.0,0.0,0.0,0,0.0,21,3,0,1320.0,198.0,79.2,52.8,1584.0,334494,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (CA1) - NFY1209Q0",0.0,0.0,6.44
0.0,0.0,0.0,0,0.0,31,3,0,1410.0,211.5,84.6,56.4,1692.0,335757,"Beans, Dry, Small Red, 786 (0% moisture)",4.2,22.3,1.2
0.0,0.0,0.0,0,0.0,22,3,0,2045.0,306.75,122.7,81.8,2454.0,332313,"Lunchmeat, ham - NFY1210OP",0.0,0.0,3.62
0.0,0.0,0.0,0,0.0,21,3,0,1731.25,259.688,103.875,69.25,2077.502,326507,"TDF, Mustard, yellow, FRENCHS CLASSIC (CO,CT) - NFY120HZI",4.5,0.0,0.0
0.0,0.0,0.0,0,0.0,33,2,0,1348.75,202.312,80.925,53.95,1618.498,335465,"Beans, Dry, Pinto, 11F-8069 (0% moisture)",4.3,24.3,1.25
0.0,0.0,0.0,0,0.0,23,3,2,1671.25,323.805,129.522,86.348,2590.44,335982,"Beans, Dry, Great Northern, 688 (0% moisture)",4.4,25.0,1.33
0.0,0.0,0.0,0,0.0,22,3,0,1995.0,299.25,119.7,79.8,2394.0,324038,"Sauce, salsa, ready-to-serve",1.8,1.44,0.19
0.0,0.0,0.0,0,0.0,24,4,1,1579.0,271.391,108.556,72.371,2171.127,330253,"TDF, Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (IN,NY) - NFY120OMW",0.4,0.0,0.0
0.0,0.0,0.0,0,0.0,23,3,0,1348.75,202.312,80.925,53.95,1618.498,336047,"Beans, Dry, Great Northern, 341 (0% moisture)",4.4,23.1,1.39
0.0,0.0,0.0,0,0.0,22,3,0,2046.25,306.938,122.775,81.85,2455.502,334676,"Proximates, Pupusas, Bean, flat stuffed corn biscuit (TX-TR) - NFY0901VT",0.0,0.0,5.08
0.0,0.0,0.0,0,0.0,22,2,0,1583.75,237.562,95.025,63.35,1900.498,321775,"Broccoli, Region 2, n/a, Yes, Proximates - NFY01048K",0.0,0.0,0.34
0.0,0.0,0.0,0,0.0,24,2,0,1369.0,205.35,82.14,54.76,1642.8,335548,"Beans, Dry, Pinto, 765 (0% moisture)",4.3,25.4,1.32
0.0,0.0,0.0,0,0.0,20,3,0,2126.25,318.938,127.575,85.05,2551.502,335910,"Beans, Dry, Black, 291 (0% moisture)",4.1,25.1,1.78
0.0,0.0,0.0,0,0.0,38,3,0,1249.0,187.35,74.94,49.96,1498.8,335754,"Beans, Dry, Small Red, 374 (0% moisture)",3.8,22.0,1.18
0.0,0.0,0.0,0,0.0,25,3,0,1311.25,196.688,78.675,52.45,1573.502,335763,"Beans, Dry, Small Red, 635 (0% moisture)",4.0,21.0,1.02
0.0,0.0,0.0,0,0.0,22,2,1,1625.0,279.297,111.719,74.479,2234.375,335322,"Beans, Dry, Navy, 613 (0% moisture)",4.7,25.5,1.47
0.0,0.0,0.0,0,0.0,15,2,2,2023.75,392.102,156.841,104.56,3136.812,335973,"Beans, Dry, Great Northern, 306 (0% moisture)",4.3,26.1,1.43
0.0,0.0,0.0,0,0.0,23,3,2,1862.5,360.859,144.344,96.229,2886.873,329596,"Egg, yolk, raw, frozen, pasteurized",0.0,15.6,25.1
0.0,0.0,0.0,0,0.0,22,3,0,1487.5,223.125,89.25,59.5,1785.0,2727586,"Shallots, bulb, peeled, root removed, raw",2.2,1.3775,0.0
0.0,0.0,0.0,0,0.0,32,3,0,1077.75,161.662,64.665,43.11,1293.298,333580,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S0S",0.0,0.0,1.26
0.0,0.0,0.0,0,0.0,26,3,0,1887.5,283.125,113.25,75.5,2265.0,336053,"Beans, Dry, Great Northern, 407 (0% moisture)",4.1,23.5,1.5
0.0,0.0,0.0,0,0.0,23,4,0,1346.5,201.975,80.79,53.86,1615.8,335450,"Beans, Dry, Pinto, 11F-8191 (0% moisture)",4.3,24.5,1.13
0.0,0.0,0.0,0,0.0,22,3,0,1623.75,243.562,97.425,64.95,1948.498,324833,"Proximates, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCA",0.0,0.0,51.2
0.0,0.0,0.0,0,0.0,24,3,0,2103.75,315.562,126.225,84.15,2524.498,2710824,"Avocado, Hass, peeled, raw",0.0,1.8125,20.31
0.0,0.0,0.0,0,0.0,23,4,4,1651.25,392.172,156.869,104.579,3137.375,323979,"Proximates, Salsa, PACE CHUNKY, MEDIUM (IN,NY) - NFY090KWU",0.0,0.0,0.2
0.0,0.0,0.0,0,0.0,28,2,0,1435.0,215.25,86.1,57.4,1722.0,333601,"Proximates, Tuna, canned, in water, drained solids,  BUMBLEBEE CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S1T",0.0,0.0,1.06
0.0,0.0,0.0,0,0.0,22,2,0,1417.75,212.662,85.065,56.71,1701.298,329822,"Proximates, Cheese, dry white, Queso seco, mixed composite (NY, TX-TR) - NFY09008M",0.0,0.0,26.3
0.0,0.0,0.0,0,0.0,21,2,0,1175.25,176.288,70.515,47.01,1410.302,2647441,"Cheese, oaxaca, solid",0.0,22.14498,22.1
0.0,0.0,0.0,0,0.0,31,4,0,1688.75,253.312,101.325,67.55,2026.498,329035,"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, HYVEE & PUBLIX (FL,MO) - NFY120DM8",0.0,0.0,19.1
0.0,0.0,0.0,0,0.0,22,2,0,1280.25,192.038,76.815,51.21,1536.302,335743,"Beans, Dry, Small Red, 797 (0% moisture)",3.9,20.8,1.62
0.0,0.0,0.0,0,0.0,40,3,0,1070.25,160.538,64.215,42.81,1284.302,2261420,"Flour, almond",9.266,26.24375,50.23
0.0,0.0,0.0,0,0.0,27,4,1,2076.25,356.855,142.742,95.161,2854.837,326924,"Kiwi, Region 4, n/a, Yes, Fiber  - NFY0100U9",3.8,0.0,0.0
0.0,0.0,0.0,0,0.0,22,3,3,1577.5,340.148,136.059,90.706,2721.182,328129,"Proximates, Cheddar cheese, sliced, store brand, HYVEE CRACKER CUTS & PUBLIX (FL,MO) - NFY120DFJ",0.0,0.0,32.9
0.0,0.0,0.0,0,0.0,23,3,0,1741.25,261.188,104.475,69.65,2089.502,327403,"Oranges, Navel, Pass 2, Region 3, n/a, Yes - Proximates, NFY01075M",0.0,0.0,0.05
0.0,0.0,0.0,0,0.0,23,2,4,1184.0,281.2,112.48,74.987,2249.603,2713960,"Mango, Ataulfo, peeled, pit removed, raw",1.39,0.0,0.0
0.0,0.0,0.0,0,0.0,23,4,4,1755.0,416.812,166.725,111.15,3334.498,333639,"Proximates, Tuna, canned, in water, drained solids,  CHICKEN OF THE SEA CHUNK LIGHT, IN WATER  (VA,NC) - NFY090S2T",0.0,0.0,0.82
0.0,0.0,0.0,0,0.0,23,3,0,1115.25,167.288,66.915,44.61,1338.302,333961,Tuna; chunk light; canned in water; drained solids,0.0,0.0,0.9
0.0,0.0,0.0,0,0.0,21,3,0,1234.0,185.1,74.04,49.36,1480.8,332695,"Olives, Green Manzanilla, Lindsay - KY, NE",0.0,0.0,12.6
0.0,0.0,0.0,0,0.0,23,3,1,1551.25,266.621,106.648,71.099,2132.967,331897,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",0.0,23.9,5.95
0.0,0.0,0.0,0,0.0,22,4,3,1738.75,374.918,149.967,99.978,2999.342,335319,"Beans, Dry, Navy, 11F-8004 (0% moisture)",4.3,25.8,1.35
0.0,0.0,0.0,0,0.0,26,4,1,2340.0,402.188,160.875,107.25,3217.502,335322,"Beans, Dry, Navy, 613 (0% moisture)",4.7,25.5,1.47
0.0,0.0,0.0,0,0.0,23,3,1,1741.25,299.277,119.711,79.807,2394.215,330701,"Total Fat, Ground turkey, 93% lean, 7% fat, patties, broiled (AL1,CA1,MI1)",0.0,0.0,11.5
0.0,0.0,0.0,0,0.0,24,3,0,1366.25,204.938,81.975,54.65,1639.502,321511,"Beans, snap, canned, drained - NFY1211Z9",0.0,0.0,0.43
0.0,0.0,0.0,0,0.0,39,4,0,1660.0,249.0,99.6,66.4,1992.0,790217,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",0.0,0.0,1.6
0.0,0.0,0.0,0,0.0,29,3,0,1713.75,257.062,102.825,68.55,2056.498,335320,"Beans, Dry, Navy, 11F-8183 (0% moisture)",3.9,25.0,1.15
0.0,0.0,0.0,0,0.0,56,4,0,1216.5,182.475,72.99,48.66,1459.8,330906,"Fat, Chicken, skin, raw, from drumsticks and thighs, non-enhanced (National) - 14B-01-01-TotalFat",0.0,0.0,44.2
0.0,0.0,0.0,0,0.0,23,2,0,1851.25,277.688,111.075,74.05,2221.502,335998,"Beans, Dry, Great Northern, 788 (0% moisture)",4.0,22.6,1.26
0.0,0.0,0.0,0,0.0,26,3,0,1867.5,280.125,112.05,74.7,2241.0,335301,"Beans, Dry, Pink, 725 (0% moisture)",3.9,21.8,1.54
0.0,0.0,0.0,0,0.0,28,2,1,1287.75,221.332,88.533,59.022,1770.658,2515375,"Nuts, hazelnuts or filberts, raw",8.41,13.4938,53.49
0.0,0.0,0.0,0,0.0,20,2,1,1673.75,287.676,115.07,76.714,2301.41,325804,"TDF, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NN",2.3,0.0,0.0
0.0,0.0,0.0,0,0.0,54,3,0,1269.0,190.35,76.14,50.76,1522.8,321903,"MILK, 1%",0.0,0.0,1.07
0.0,0.0,0.0,0,0.0,18,4,0,1226.5,183.975,73.59,49.06,1471.8,334600,"Proximates, Tamale, Pork (CA-LA,CA-SD) - NFY0902AU",0.0,0.0,10.2
0.0,0.0,0.0,0,0.0,23,3,0,2365.0,354.75,141.9,94.6,2838.0,330693,"Total Fat, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (NY1)",0.0,0.0,12.2
0.0,0.0,0.0,0,0.0,25,3,0,1314.0,197.1,78.84,52.56,1576.8,2514424,"white rice, long grain, unenriched",0.0,0.0,0.975
0.0,0.0,0.0,0,0.0,26,2,1,1775.0,305.078,122.031,81.354,2440.622,335610,"Beans, Dry, Pinto, 820 (0% moisture)",4.1,24.7,0.9
0.0,0.0,0.0,0,0.0,26,3,0,1486.25,222.938,89.175,59.45,1783.502,334247,"Sugars, granulated",0.0,0.0,0.32
0.0,0.0,0.0,0,0.0,22,4,0,1219.0,182.85,73.14,48.76,1462.8,332478,"Pears, Green Anjou, Region 1, n/a, Yes, Fiber - NFY0000H8",3.0,0.0,0.0
0.0,0.0,0.0,0,0.0,23,4,0,1785.25,267.787,107.115,71.41,2142.298,335108,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 36, select",0.0,21.0,7.02
0.0,0.0,0.0,0,0.0,24,3,0,1907.5,286.125,114.45,76.3,2289.0,330801,"Protein, ash,& moisture, Ground turkey, 93% lean, 7% fat, pan-broiled crumbles (IN1)",0.0,27.4,0.0
0.0,0.0,0.0,0,0.0,22,3,2,1516.25,293.773,117.509,78.34,2350.188,324311,"Proximates, Onion rings, frozen, ALEXIA (AL,OK) - NFY12066P",0.0,0.0,15.4
0.0,0.0,0.0,0,0.0,22,2,0,1457.75,218.662,87.465,58.31,1749.298,326377,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913QP",0.0,0.0,0.46
0.0,0.0,0.0,0,0.0,28,3,0,1536.25,230.438,92.175,61.45,1843.502,335044,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 4, lowerchoice",0.0,25.8,15.5
0.0,0.0,0.0,0,0.0,20,3,4,1655.0,393.062,157.225,104.817,3144.501,335842,"Beans, Dry, Black, 232 (0% moisture)",3.8,23.7,1.4
0.0,0.0,0.0,0,0.0,24,3,1,1476.25,253.73,101.492,67.661,2029.837,335501,"Beans, Dry, Pinto, 11F-8065 (0% moisture)",4.5,22.3,0.97
0.0,0.0,0.0,0,0.0,25,2,0,1411.25,211.688,84.675,56.45,1693.502,326183,Kale - NFY1214RD,0.0,0.0,1.19
0.0,0.0,0.0,0,0.0,22,3,0,1455.0,218.25,87.3,58.2,1746.0,335910,"Beans, Dry, Black, 291 (0% moisture)",4.1,25.1,1.78
0.0,0.0,0.0,0,0.0,25,3,4,1010.25,239.934,95.974,63.982,1919.47,335877,"Beans, Dry, Black, 552 (0% moisture)",4.4,25.5,1.68
0.0,0.0,0.0,0,0.0,22,2,0,1473.75,221.062,88.425,58.95,1768.498,334526,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (CT) - NFY1209QS",0.0,0.0,1.97
0.0,0.0,0.0,0,0.0,28,4,0,1923.75,288.562,115.425,76.95,2308.498,2645873,"beans, navy, canned, sodium added",0.0,0.0,1.28
0.0,0.0,0.0,0,0.0,24,3,0,1455.0,218.25,87.3,58.2,1746.0,333910,"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  MIDWEST COUNTRY FARE (FL,MO) - NFY090S6Q",0.0,0.0,0.9
0.0,0.0,0.0,0,0.0,22,3,4,1745.0,414.438,165.775,110.517,3315.505,331242,"Fat, Chicken, dark meat, lean only, thigh, raw, non-enhanced (CO1,CT1) - 14B-07-03-TotalFat",0.0,0.0,4.34
0.0,0.0,0.0,0,0.0,16,3,0,1837.5,275.625,110.25,73.5,2205.0,2004788,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE",0.0,0.0,0.23
0.0,0.0,0.0,0,0.0,22,3,0,2076.25,311.438,124.575,83.05,2491.502,2685578,"Tomatoes, whole, canned, solids and liquids, with salt added",0.8725,0.8675,0.2063
0.0,0.0,0.0,0,0.0,22,2,1,1389.0,238.734,95.494,63.662,1909.87,327473,"Oranges, Navel, Raw, Region 3, n/a, Yes, Fiber - NFY01041V",2.0,0.0,0.0
0.0,0.0,0.0,0,0.0,22,3,0,1140.25,171.038,68.415,45.61,1368.302,335618,"Beans, Dry, Pinto, 809 (0% moisture)",4.0,25.3,0.98
0.0,0.0,0.0,0,0.0,21,4,2,1315.25,254.83,101.932,67.955,2038.643,325809,"Proximates, White bread, PEPPERIDGE FARMS (FL1,MO1) - NFY0907NU",0.0,0.0,5.2
0.0,0.0,0.0,0,0.0,36,3,0,1599.0,239.85,95.94,63.96,1918.8,2003597,"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",0.0,0.8125,0.3563
0.0,0.0,0.0,0,0.0,57,2,0,1114.0,167.1,66.84,44.56,1336.8,331955,"Proximates, Chicken breasts, boneless, skinless, non-enhanced, braised (AL,CA1) - 17A-02-02-Prox",0.0,0.0,2.88
0.0,0.0,0.0,0,0.0,28,3,0,1219.0,182.85,73.14,48.76,1462.8,335512,"Beans, Dry, Pinto, 696 (0% moisture)",3.9,21.6,1.3
0.0,0.0,0.0,0,0.0,21,2,0,1593.75,239.062,95.625,63.75,1912.498,324765,"Proximates, Peanut butter, creamy, store brand/other brand, MY ESSENTIALS & SUNNY SELECT (CA2,NC) - NFY120CBW",0.0,0.0,50.0
0.0,0.0,0.0,0,0.0,40,3,0,1520.25,228.038,91.215,60.81,1824.302,334516,"Proximates, Chinese Restaurant, Fried Rice (No Meat) (MO) - NFY1209R6",0.0,0.0,2.85
0.0,0.0,0.0,0,0.0,21,3,2,1492.5,289.172,115.669,77.112,2313.372,335250,"Beans, Dry, Pink, 11F-8197 (0% moisture)",4.3,24.4,1.15
0.0,0.0,0.0,0,0.0,23,2,0,1460.0,219.0,87.6,58.4,1752.0,2346399,"Cherries, sweet, dark red, raw",0.0,1.039375,0.1925
0.0,0.0,0.0,0,0.0,25,3,1,1672.5,287.461,114.984,76.656,2299.684,335819,"Beans, Dry, Black, 533 (0% moisture)",4.2,23.4,1.45
0.0,0.0,0.0,0,0.0,28,2,0,1895.0,284.25,113.7,75.8,2274.0,333804,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S4S",0.0,0.0,0.86
0.0,0.0,0.0,0,0.0,24,3,0,2025.0,303.75,121.5,81.0,2430.0,332347,"Lunchmeat, ham - NFY1210PP",0.0,0.0,3.07
0.0,0.0,0.0,0,0.0,22,3,1,1860.0,319.688,127.875,85.25,2557.502,336039,"Beans, Dry, Great Northern, 335 (0% moisture)",4.3,23.2,1.38
0.0,0.0,0.0,0,0.0,21,4,1,1490.0,256.094,102.438,68.292,2048.756,321796,"Broccoli, Cooked, Region 2, n/a, Yes, Fiber - NFY01049U",2.2,0.0,0.0
0.0,0.0,0.0,0,0.0,59,2,0,1215.25,182.288,72.915,48.61,1458.302,332140,"Proximates, Sauce, pasta, PREGO 100% Natural Italian, Traditional, bottled spaghetti sauce (FL1) - NFY0904WF",0.0,0.0,1.67
0.0,0.0,0.0,0,0.0,24,3,2,1536.25,297.648,119.059,79.373,2381.185,332012,"Proximates, Sauce, pasta, RAGU Old World, bottled spaghetti sauce (AL1) - NFY0904RX",0.0,0.0,1.98
0.0,0.0,0.0,0,0.0,19,3,4,1792.5,425.719,170.288,113.525,3405.753,335599,"Beans, Dry, Pinto, 421 (0% moisture)",4.0,23.2,1.16
0.0,0.0,0.0,0,0.0,29,2,0,1931.25,289.688,115.875,77.25,2317.502,336020,"Beans, Dry, Great Northern, 675 (0% moisture)",4.4,24.7,1.42
0.0,0.0,0.0,0,0.0,21,2,1,1482.5,254.805,101.922,67.948,2038.44,2514743,"Beef, ground, 90% lean meat / 10% fat, raw",0.0,18.15625,12.85
0.0,0.0,0.0,0,0.0,36,3,0,1356.5,203.475,81.39,54.26,1627.8,2263400,ground flaxseed meal,0.0,0.0,41.48
0.0,0.0,0.0,0,0.0,22,3,1,1810.0,311.094,124.438,82.958,2488.75,321796,"Broccoli, Cooked, Region 2, n/a, Yes, Fiber - NFY01049U",2.2,0.0,0.0
0.0,0.0,0.0,0,0.0,21,2,1,1622.5,278.867,111.547,74.365,2230.941,335942,"Beans, Dry, Great Northern, 11F-8155 (0% moisture)",4.1,24.5,1.41
0.0,0.0,0.0,0,0.0,20,3,0,1207.75,181.162,72.465,48.31,1449.298,335318,"Beans, Dry, Navy, 11F-8143 (0% moisture)",4.5,26.3,1.22
0.0,0.0,0.0,0,0.0,21,3,0,1430.0,214.5,85.8,57.2,1716.0,332364,"Lunchmeat, ham - NFY1210Q3",0.0,0.0,3.02
0.0,0.0,0.0,0,0.0,27,3,0,1675.25,251.288,100.515,67.01,2010.302,326068,"Proximates, Cheese, swiss, slices (IN, NY) - 18c-16-01-Prox",0.0,0.0,30.5
0.0,0.0,0.0,0,0.0,36,3,0,1087.75,163.162,65.265,43.51,1305.298,335977,"Beans, Dry, Great Northern, 315 (0% moisture)",4.4,28.3,1.36
0.0,0.0,0.0,0,0.0,24,2,0,1650.0,247.5,99.0,66.0,1980.0,1104654,"FLOUR, SOY (DEFATTED)",0.0,0.0,3.44
0.0,0.0,0.0,0,0.0,20,3,0,1605.0,240.75,96.3,64.2,1926.0,1104647,"Garlic, raw",2.7,6.62,0.38
0.0,0.0,0.0,0,0.0,27,4,0,1770.0,265.5,106.2,70.8,2124.0,335908,"Beans, Dry, Black, 317 (0% moisture)",3.9,21.7,0.98
0.0,0.0,0.0,0,0.0,23,4,0,1374.0,206.1,82.44,54.96,1648.8,326196,"Kale, frozen, cooked, boiled, drained, without salt",0.0,2.94,1.21
0.0,0.0,0.0,0,0.0,67,3,0,1481.25,222.188,88.875,59.25,1777.502,335404,"Beans, Dry, Navy, 539 (0% moisture)",4.6,24.4,1.49
0.0,0.0,0.0,0,0.0,26,2,0,1337.75,200.662,80.265,53.51,1605.298,2264553,"grapes, green, seedless, fresh, raw",0.0,0.0,0.16
0.0,0.0,0.0,0,0.0,16,3,4,1757.5,417.406,166.962,111.308,3339.244,335130,"Proximates, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q6",0.0,0.0,3.52
0.0,0.0,0.0,0,0.0,22,3,0,1250.25,187.538,75.015,50.01,1500.302,335429,"Beans, Dry, Carioca, 11F-8001 (0% moisture)",4.7,25.2,1.52
0.0,0.0,0.0,0,0.0,21,3,0,1661.25,249.188,99.675,66.45,1993.502,327824,"Romaine Lettuce, Pass 2, Region 2 - Fiber - NFY0105GN",1.7,0.0,0.0
