age,meals_per_day,exercise_level,bmr,carbs,proteins,fats,calories
20,2,1,1673.75,287.676,115.07,76.714,2301.41
54,3,0,1269.0,190.35,76.14,50.76,1522.8
18,4,0,1226.5,183.975,73.59,49.06,1471.8
23,3,0,2365.0,354.75,141.9,94.6,2838.0
25,3,0,1314.0,197.1,78.84,52.56,1576.8
26,2,1,1775.0,305.078,122.031,81.354,2440.622
26,3,0,1486.25,222.938,89.175,59.45,1783.502
22,4,0,1219.0,182.85,73.14,48.76,1462.8
23,4,0,1785.25,267.787,107.115,71.41,2142.298
24,3,0,1907.5,286.125,114.45,76.3,2289.0
22,3,2,1516.25,293.773,117.509,78.34,2350.188
22,2,0,1457.75,218.662,87.465,58.31,1749.298
28,3,0,1536.25,230.438,92.175,61.45,1843.502
20,3,4,1655.0,393.062,157.225,104.817,3144.501
24,3,1,1476.25,253.73,101.492,67.661,2029.837
25,2,0,1411.25,211.688,84.675,56.45,1693.502
22,3,0,1455.0,218.25,87.3,58.2,1746.0
25,3,4,1010.25,239.934,95.974,63.982,1919.47
22,2,0,1473.75,221.062,88.425,58.95,1768.498
28,4,0,1923.75,288.562,115.425,76.95,2308.498
24,3,0,1455.0,218.25,87.3,58.2,1746.0
22,3,4,1745.0,414.438,165.775,110.517,3315.505
16,3,0,1837.5,275.625,110.25,73.5,2205.0
22,3,0,2076.25,311.438,124.575,83.05,2491.502
22,2,1,1389.0,238.734,95.494,63.662,1909.87
22,3,0,1140.25,171.038,68.415,45.61,1368.302
21,4,2,1315.25,254.83,101.932,67.955,2038.643
36,3,0,1599.0,239.85,95.94,63.96,1918.8
57,2,0,1114.0,167.1,66.84,44.56,1336.8
28,3,0,1219.0,182.85,73.14,48.76,1462.8
21,2,0,1593.75,239.062,95.625,63.75,1912.498
40,3,0,1520.25,228.038,91.215,60.81,1824.302
21,3,2,1492.5,289.172,115.669,77.112,2313.372
23,2,0,1460.0,219.0,87.6,58.4,1752.0
25,3,1,1672.5,287.461,114.984,76.656,2299.684
28,2,0,1895.0,284.25,113.7,75.8,2274.0
24,3,0,2025.0,303.75,121.5,81.0,2430.0
22,3,1,1860.0,319.688,127.875,85.25,2557.502
21,4,1,1490.0,256.094,102.438,68.292,2048.756
59,2,0,1215.25,182.288,72.915,48.61,1458.302
24,3,2,1536.25,297.648,119.059,79.373,2381.185
19,3,4,1792.5,425.719,170.288,113.525,3405.753
29,2,0,1931.25,289.688,115.875,77.25,2317.502
21,2,1,1482.5,254.805,101.922,67.948,2038.44
36,3,0,1356.5,203.475,81.39,54.26,1627.8
22,3,1,1810.0,311.094,124.438,82.958,2488.75
21,2,1,1622.5,278.867,111.547,74.365,2230.941
20,3,0,1207.75,181.162,72.465,48.31,1449.298
21,3,0,1430.0,214.5,85.8,57.2,1716.0
27,3,0,1675.25,251.288,100.515,67.01,2010.302
36,3,0,1087.75,163.162,65.265,43.51,1305.298
24,2,0,1650.0,247.5,99.0,66.0,1980.0
20,3,0,1605.0,240.75,96.3,64.2,1926.0
27,4,0,1770.0,265.5,106.2,70.8,2124.0
23,4,0,1374.0,206.1,82.44,54.96,1648.8
67,3,0,1481.25,222.188,88.875,59.25,1777.502
26,2,0,1337.75,200.662,80.265,53.51,1605.298
16,3,4,1757.5,417.406,166.962,111.308,3339.244
22,3,0,1250.25,187.538,75.015,50.01,1500.302
21,3,0,1661.25,249.188,99.675,66.45,1993.502
34,3,0,1896.25,284.438,113.775,75.85,2275.502
22,3,0,1343.75,201.562,80.625,53.75,1612.498
27,3,0,1681.25,252.188,100.875,67.25,2017.502
29,2,1,1822.5,313.242,125.297,83.531,2505.935
19,3,0,1265.25,189.788,75.915,50.61,1518.302
22,2,1,1319.0,226.703,90.681,60.454,1813.622
21,2,0,1320.25,198.038,79.215,52.81,1584.302
17,3,1,1465.25,251.84,100.736,67.157,2014.717
23,3,0,1703.75,255.562,102.225,68.15,2044.498
25,3,0,2011.25,301.688,120.675,80.45,2413.502
22,4,1,1301.5,223.695,89.478,59.652,1789.56
22,3,0,1996.25,299.438,119.775,79.85,2395.502
26,3,0,1505.25,225.788,90.315,60.21,1806.302
49,3,0,1675.25,251.288,100.515,67.01,2010.302
27,2,1,1530.0,262.969,105.188,70.125,2103.753
30,3,0,1049.0,157.35,62.94,41.96,1258.8
25,2,1,1611.25,276.934,110.773,73.849,2215.469
24,3,0,1157.75,173.662,69.465,46.31,1389.298
25,3,0,1878.75,281.812,112.725,75.15,2254.498
33,4,0,1311.5,196.725,78.69,52.46,1573.8
37,4,0,1718.75,257.812,103.125,68.75,2062.498
54,3,2,1415.0,274.156,109.663,73.108,2193.248
21,3,0,1252.75,187.912,75.165,50.11,1503.298
22,4,0,1657.5,248.625,99.45,66.3,1989.0
20,3,0,1873.75,281.062,112.425,74.95,2248.498
24,3,0,1416.25,212.438,84.975,56.65,1699.502
25,3,0,1471.25,220.688,88.275,58.85,1765.502
58,3,0,1280.25,192.038,76.815,51.21,1536.302
20,2,0,1906.25,285.938,114.375,76.25,2287.502
40,3,0,1069.0,160.35,64.14,42.76,1282.8
29,2,1,1180.25,202.855,81.142,54.095,1622.843
21,3,0,1781.25,267.188,106.875,71.25,2137.502
22,3,0,1386.25,207.938,83.175,55.45,1663.502
23,3,4,1551.25,368.422,147.369,98.246,2947.378
32,3,0,1395.0,209.25,83.7,55.8,1674.0
24,2,1,1297.75,223.051,89.22,59.48,1784.404
16,3,1,1672.25,287.418,114.967,76.645,2299.345
21,2,0,1551.25,232.688,93.075,62.05,1861.502
26,4,0,1537.75,230.662,92.265,61.51,1845.298
27,4,0,1741.25,261.188,104.475,69.65,2089.502
23,4,0,2012.5,301.875,120.75,80.5,2415.0
41,2,1,987.75,169.77,67.908,45.272,1358.16
58,3,4,1397.5,331.906,132.763,88.508,2655.248
22,2,0,1813.75,272.062,108.825,72.55,2176.498
36,3,0,1526.5,228.975,91.59,61.06,1831.8
22,3,0,1596.25,239.438,95.775,63.85,1915.502
42,3,0,1127.75,169.162,67.665,45.11,1353.298
26,3,0,1496.25,224.438,89.775,59.85,1795.502
21,2,0,1850.0,277.5,111.0,74.0,2220.0
21,2,0,1484.0,222.6,89.04,59.36,1780.8
21,2,0,1491.5,223.725,89.49,59.66,1789.8
22,3,0,1210.25,181.538,72.615,48.41,1452.302
23,3,2,1578.75,305.883,122.353,81.569,2447.065
22,3,0,1666.25,249.938,99.975,66.65,1999.502
23,3,1,1232.75,211.879,84.752,56.501,1695.033
20,3,2,1219.0,236.181,94.473,62.982,1889.454
24,4,0,1515.0,227.25,90.9,60.6,1818.0
21,4,0,1362.75,204.412,81.765,54.51,1635.298
34,3,0,1456.25,218.438,87.375,58.25,1747.502
56,3,0,1329.0,199.35,79.74,53.16,1594.8
28,4,1,1871.25,321.621,128.648,85.766,2572.97
20,4,2,1500.25,290.673,116.269,77.513,2325.385
40,3,0,1727.75,259.162,103.665,69.11,2073.298
45,3,0,1638.75,245.812,98.325,65.55,1966.498
37,3,0,1981.25,297.188,118.875,79.25,2377.502
30,4,1,1439.0,247.328,98.931,65.954,1978.622
25,4,0,1586.25,237.938,95.175,63.45,1903.502
22,3,1,1160.25,199.418,79.767,53.178,1595.342
25,2,0,1350.0,202.5,81.0,54.0,1620.0
32,3,0,1306.5,195.975,78.39,52.26,1567.8
22,3,0,2013.75,302.062,120.825,80.55,2416.498
22,2,0,1525.0,228.75,91.5,61.0,1830.0
20,3,1,1536.25,264.043,105.617,70.411,2112.339
24,2,1,1479.0,254.203,101.681,67.788,2033.628
28,3,0,1609.0,241.35,96.54,64.36,1930.8
22,2,0,1259.0,188.85,75.54,50.36,1510.8
21,2,0,1360.0,204.0,81.6,54.4,1632.0
22,3,1,1736.25,298.418,119.367,79.578,2387.342
22,4,2,1329.0,257.494,102.998,68.665,2059.953
22,3,0,2095.0,314.25,125.7,83.8,2514.0
19,3,4,1643.75,390.391,156.156,104.104,3123.124
35,3,0,1372.75,205.912,82.365,54.91,1647.298
29,4,0,1512.75,226.912,90.765,60.51,1815.298
21,2,0,1437.75,215.662,86.265,57.51,1725.298
22,3,0,1326.5,198.975,79.59,53.06,1591.8
22,3,0,1429.0,214.35,85.74,57.16,1714.8
23,3,0,1450.0,217.5,87.0,58.0,1740.0
20,2,0,1719.0,257.85,103.14,68.76,2062.8
21,3,1,1372.75,235.941,94.377,62.918,1887.534
31,3,0,1496.5,224.475,89.79,59.86,1795.8
23,2,0,1392.75,208.912,83.565,55.71,1671.298
22,3,1,1489.0,255.922,102.369,68.246,2047.378
25,3,0,1857.75,278.662,111.465,74.31,2229.298
33,2,0,1354.0,203.1,81.24,54.16,1624.8
35,3,0,1942.5,291.375,116.55,77.7,2331.0
18,2,1,1666.25,286.387,114.555,76.37,2291.098
23,3,0,1462.75,219.412,87.765,58.51,1755.298
20,2,0,1353.75,203.062,81.225,54.15,1624.498
20,3,0,1117.75,167.662,67.065,44.71,1341.298
29,3,2,2123.75,411.477,164.591,109.727,3291.815
23,3,0,1870.0,280.5,112.2,74.8,2244.0
22,3,0,1190.25,178.538,71.415,47.61,1428.302
26,3,0,1967.5,295.125,118.05,78.7,2361.0
21,2,2,1592.5,308.547,123.419,82.279,2468.375
44,4,0,1276.5,191.475,76.59,51.06,1531.8
21,2,0,1993.75,299.062,119.625,79.75,2392.498
24,4,0,1600.25,240.038,96.015,64.01,1920.302
47,3,0,1604.0,240.6,96.24,64.16,1924.8
22,3,1,1607.5,276.289,110.516,73.677,2210.313
27,3,1,1785.0,306.797,122.719,81.812,2454.372
57,3,0,1290.0,193.5,77.4,51.6,1548.0
22,3,0,1596.5,239.475,95.79,63.86,1915.8
25,3,1,1788.75,307.441,122.977,81.984,2459.528
20,3,2,1530.25,296.486,118.594,79.063,2371.887
35,3,0,1635.25,245.288,98.115,65.41,1962.302
25,3,0,1918.75,287.812,115.125,76.75,2302.498
23,2,0,1080.25,162.038,64.815,43.21,1296.302
30,3,0,1417.5,212.625,85.05,56.7,1701.0
39,3,0,1625.25,243.788,97.515,65.01,1950.302
32,3,0,2015.0,302.25,120.9,80.6,2418.0
24,3,0,1122.75,168.412,67.365,44.91,1347.298
32,3,0,1343.75,201.562,80.625,53.75,1612.498
50,3,0,1425.25,213.788,85.515,57.01,1710.302
22,4,0,1645.0,246.75,98.7,65.8,1974.0
23,2,1,1558.75,267.91,107.164,71.443,2143.283
53,2,0,960.25,144.038,57.615,38.41,1152.302
22,2,1,1455.0,250.078,100.031,66.688,2000.628
22,2,0,1536.25,230.438,92.175,61.45,1843.502
35,2,0,1412.75,211.912,84.765,56.51,1695.298
20,4,0,1806.25,270.938,108.375,72.25,2167.502
23,3,0,1402.75,210.412,84.165,56.11,1683.298
30,3,0,1573.75,236.062,94.425,62.95,1888.498
21,2,1,1565.25,269.027,107.611,71.741,2152.221
21,3,0,1820.0,273.0,109.2,72.8,2184.0
22,3,0,1239.0,185.85,74.34,49.56,1486.8
22,3,2,1349.0,261.369,104.548,69.698,2090.95
23,3,1,1890.0,324.844,129.938,86.625,2598.753
23,2,0,1314.0,197.1,78.84,52.56,1576.8
20,3,0,1227.75,184.162,73.665,49.11,1473.298
24,3,0,2046.25,306.938,122.775,81.85,2455.502
24,4,0,1647.5,247.125,98.85,65.9,1977.0
22,3,0,1707.5,256.125,102.45,68.3,2049.0
18,2,0,1356.25,203.438,81.375,54.25,1627.502
20,4,3,1688.75,364.137,145.655,97.103,2913.095
22,3,0,1396.25,209.438,83.775,55.85,1675.502
24,2,0,1343.75,201.562,80.625,53.75,1612.498
23,3,1,1571.25,270.059,108.023,72.016,2160.472
23,3,0,1783.75,267.562,107.025,71.35,2140.498
23,2,0,1940.0,291.0,116.4,77.6,2328.0
20,4,0,1470.25,220.538,88.215,58.81,1764.302
42,3,0,1224.0,183.6,73.44,48.96,1468.8
21,2,0,1464.0,219.6,87.84,58.56,1756.8
56,3,0,1243.75,186.562,74.625,49.75,1492.498
35,4,0,2013.75,302.062,120.825,80.55,2416.498
23,4,0,1671.25,250.688,100.275,66.85,2005.502
24,2,0,1746.25,261.938,104.775,69.85,2095.502
22,3,0,1745.0,261.75,104.7,69.8,2094.0
58,3,0,1185.25,177.788,71.115,47.41,1422.302
24,3,1,1947.5,334.727,133.891,89.26,2677.812
26,3,0,2058.75,308.812,123.525,82.35,2470.498
22,3,0,1510.25,226.538,90.615,60.41,1812.302
30,3,0,1916.25,287.438,114.975,76.65,2299.502
35,3,0,1681.25,252.188,100.875,67.25,2017.502
24,3,0,2006.25,300.938,120.375,80.25,2407.502
22,3,0,2103.75,315.562,126.225,84.15,2524.498
22,2,0,1085.25,162.788,65.115,43.41,1302.302
25,2,0,1192.75,178.912,71.565,47.71,1431.298
26,2,0,1217.75,182.662,73.065,48.71,1461.298
40,3,0,1750.0,262.5,105.0,70.0,2100.0
33,3,0,1444.0,216.6,86.64,57.76,1732.8
20,3,0,1170.25,175.538,70.215,46.81,1404.302
23,2,1,1900.0,326.562,130.625,87.083,2612.495
27,3,0,1612.75,241.912,96.765,64.51,1935.298
21,2,0,1582.75,237.412,94.965,63.31,1899.298
31,4,0,1494.0,224.1,89.64,59.76,1792.8
26,3,4,1565.0,371.688,148.675,99.117,2973.505
25,3,0,1174.0,176.1,70.44,46.96,1408.8
25,3,0,1424.0,213.6,85.44,56.96,1708.8
25,2,0,1871.25,280.688,112.275,74.85,2245.502
58,2,1,1026.5,176.43,70.572,47.048,1411.44
49,2,0,1039.0,155.85,62.34,41.56,1246.8
21,2,1,1384.0,237.875,95.15,63.433,1902.997
46,3,2,1737.5,336.641,134.656,89.771,2693.127
22,3,3,1567.5,337.992,135.197,90.131,2703.935
29,2,0,1741.25,261.188,104.475,69.65,2089.502
41,2,1,1214.0,208.656,83.462,55.642,1669.25
22,2,4,1717.5,407.906,163.163,108.775,3263.251
22,3,0,1825.0,273.75,109.5,73.0,2190.0
55,2,0,1181.25,177.188,70.875,47.25,1417.502
23,2,0,1571.25,235.688,94.275,62.85,1885.502
22,4,0,1199.0,179.85,71.94,47.96,1438.8
24,3,4,1249.0,296.638,118.655,79.103,2373.099
22,4,0,1891.25,283.688,113.475,75.65,2269.502
23,3,0,1494.0,224.1,89.64,59.76,1792.8
29,3,1,1731.25,297.559,119.023,79.349,2380.469
22,2,2,1493.75,289.414,115.766,77.177,2315.313
28,3,0,1199.0,179.85,71.94,47.96,1438.8
23,3,0,1832.5,274.875,109.95,73.3,2199.0
21,2,2,1232.75,238.845,95.538,63.692,1910.76
24,3,0,1467.75,220.162,88.065,58.71,1761.298
21,3,0,1740.0,261.0,104.4,69.6,2088.0
24,3,0,1775.0,266.25,106.5,71.0,2130.0
23,3,0,2010.0,301.5,120.6,80.4,2412.0
22,2,0,1845.0,276.75,110.7,73.8,2214.0
28,3,0,1330.25,199.538,79.815,53.21,1596.302
17,2,3,1813.75,391.09,156.436,104.291,3128.723
24,2,4,1768.75,420.078,168.031,112.021,3360.625
29,2,1,1850.0,317.969,127.188,84.792,2543.756
22,3,0,1279.0,191.85,76.74,51.16,1534.8
43,3,0,1705.25,255.788,102.315,68.21,2046.302
50,3,0,1720.25,258.037,103.215,68.81,2064.298
28,3,4,1169.0,277.638,111.055,74.037,2221.105
21,2,0,1165.25,174.788,69.915,46.61,1398.302
23,3,0,1205.25,180.788,72.315,48.21,1446.302
28,3,0,1625.0,243.75,97.5,65.0,1950.0
48,3,0,1286.5,192.975,77.19,51.46,1543.8
23,3,0,1928.75,289.312,115.725,77.15,2314.498
25,3,0,1988.75,298.312,119.325,79.55,2386.498
56,2,0,1229.0,184.35,73.74,49.16,1474.8
22,3,0,1309.0,196.35,78.54,52.36,1570.8
48,3,0,1665.0,249.75,99.9,66.6,1998.0
21,3,0,1800.0,270.0,108.0,72.0,2160.0
29,3,0,1550.25,232.538,93.015,62.01,1860.302
23,3,0,1611.25,241.688,96.675,64.45,1933.502
23,3,1,1731.25,297.559,119.023,79.349,2380.469
48,3,0,1666.25,249.938,99.975,66.65,1999.502
28,4,0,1683.75,252.562,101.025,67.35,2020.498
25,4,0,1741.25,261.188,104.475,69.65,2089.502
22,3,0,2400.0,360.0,144.0,96.0,2880.0
62,3,0,1686.25,252.938,101.175,67.45,2023.502
20,2,0,1102.75,165.412,66.165,44.11,1323.298
39,4,0,1851.25,277.688,111.075,74.05,2221.502
30,3,4,1756.25,417.109,166.844,111.229,3336.873
28,3,0,1713.75,257.062,102.825,68.55,2056.498
22,3,0,1566.5,234.975,93.99,62.66,1879.8
23,2,2,1932.5,374.422,149.769,99.846,2995.378
21,4,4,1192.75,283.278,113.311,75.541,2266.225
28,2,4,1678.75,398.703,159.481,106.321,3189.625
22,3,0,1537.5,230.625,92.25,61.5,1845.0
21,3,0,1365.25,204.788,81.915,54.61,1638.302
21,3,0,1550.0,232.5,93.0,62.0,1860.0
23,3,0,1880.0,282.0,112.8,75.2,2256.0
24,2,1,1847.5,317.539,127.016,84.677,2540.313
28,3,2,1676.25,324.773,129.909,86.606,2598.182
23,3,2,1374.0,266.213,106.485,70.99,2129.702
22,4,0,2360.0,354.0,141.6,94.4,2832.0
22,3,0,1219.0,182.85,73.14,48.76,1462.8
19,3,0,1254.0,188.1,75.24,50.16,1504.8
29,3,1,1139.0,195.766,78.306,52.204,1566.124
25,3,0,1650.0,247.5,99.0,66.0,1980.0
22,2,0,1663.75,249.562,99.825,66.55,1996.498
24,3,2,1615.0,312.906,125.163,83.442,2503.254
23,2,1,1622.5,278.867,111.547,74.365,2230.941
39,4,0,1671.25,250.688,100.275,66.85,2005.502
25,3,0,1234.0,185.1,74.04,49.36,1480.8
43,4,0,1301.5,195.225,78.09,52.06,1561.8
23,3,0,1436.5,215.475,86.19,57.46,1723.8
20,4,0,1155.25,173.288,69.315,46.21,1386.302
29,3,0,1435.25,215.288,86.115,57.41,1722.302
20,3,0,1373.75,206.062,82.425,54.95,1648.498
23,3,2,1526.5,295.759,118.304,78.869,2366.073
23,4,0,1790.0,268.5,107.4,71.6,2148.0
23,3,0,1624.0,243.6,97.44,64.96,1948.8
23,3,0,1752.5,262.875,105.15,70.1,2103.0
16,3,0,1277.75,191.662,76.665,51.11,1533.298
23,3,1,1690.0,290.469,116.188,77.458,2323.75
23,2,0,1511.25,226.688,90.675,60.45,1813.502
23,3,0,1354.0,203.1,81.24,54.16,1624.8
30,4,1,1306.5,224.555,89.822,59.881,1796.437
22,3,0,1216.5,182.475,72.99,48.66,1459.8
37,4,1,1162.75,199.848,79.939,53.293,1598.785
24,3,1,1986.25,341.387,136.555,91.036,2731.092
28,4,0,2178.75,326.812,130.725,87.15,2614.498
22,3,0,1956.25,293.438,117.375,78.25,2347.502
25,2,1,1332.75,229.066,91.627,61.084,1832.528
31,3,0,1400.0,210.0,84.0,56.0,1680.0
22,2,1,1976.25,339.668,135.867,90.578,2717.342
22,3,1,1737.5,298.633,119.453,79.635,2389.059
39,4,0,1901.25,285.188,114.075,76.05,2281.502
20,2,0,1646.25,246.938,98.775,65.85,1975.502
39,3,0,1648.75,247.312,98.925,65.95,1978.498
39,3,0,1850.0,277.5,111.0,74.0,2220.0
19,3,3,1615.0,348.234,139.294,92.862,2785.87
28,3,1,1777.5,305.508,122.203,81.469,2444.065
25,3,0,1630.0,244.5,97.8,65.2,1956.0
28,2,1,1887.5,324.414,129.766,86.51,2595.31
56,2,0,1219.0,182.85,73.14,48.76,1462.8
21,2,0,1182.75,177.412,70.965,47.31,1419.298
22,3,0,1828.75,274.312,109.725,73.15,2194.498
23,4,1,1588.75,273.066,109.227,72.818,2184.534
25,2,1,1578.75,271.348,108.539,72.359,2170.779
24,2,0,1396.25,209.438,83.775,55.85,1675.502
22,2,0,1703.75,255.562,102.225,68.15,2044.498
33,4,0,1922.5,288.375,115.35,76.9,2307.0
22,4,0,1789.0,268.35,107.34,71.56,2146.8
50,4,0,1194.0,179.1,71.64,47.76,1432.8
20,3,0,1269.0,190.35,76.14,50.76,1522.8
49,3,0,1621.25,243.188,97.275,64.85,1945.502
60,2,0,1297.75,194.662,77.865,51.91,1557.298
52,3,0,1777.5,266.625,106.65,71.1,2133.0
21,2,2,1455.25,281.955,112.782,75.188,2255.64
24,3,0,1406.25,210.938,84.375,56.25,1687.502
32,3,0,1354.0,203.1,81.24,54.16,1624.8
23,3,0,1803.75,270.562,108.225,72.15,2164.498
32,3,0,1420.25,213.038,85.215,56.81,1704.302
23,4,0,1275.25,191.288,76.515,51.01,1530.302
37,3,0,1114.0,167.1,66.84,44.56,1336.8
29,2,1,1820.0,312.812,125.125,83.417,2502.501
28,3,0,2196.25,329.438,131.775,87.85,2635.502
52,3,0,1295.0,194.25,77.7,51.8,1554.0
29,3,0,1644.0,246.6,98.64,65.76,1972.8
23,3,0,1222.75,183.412,73.365,48.91,1467.298
26,3,0,1567.75,235.162,94.065,62.71,1881.298
22,2,0,1271.5,190.725,76.29,50.86,1525.8
37,3,0,1622.75,243.412,97.365,64.91,1947.298
21,2,1,1722.5,296.055,118.422,78.948,2368.44
22,3,4,1395.0,331.312,132.525,88.35,2650.498
25,3,0,1730.0,259.5,103.8,69.2,2076.0
27,3,0,1594.0,239.1,95.64,63.76,1912.8
48,3,0,1495.25,224.288,89.715,59.81,1794.302
24,3,2,1660.0,321.625,128.65,85.767,2573.003
23,3,0,1651.25,247.688,99.075,66.05,1981.502
23,3,0,1978.75,296.812,118.725,79.15,2374.498
31,3,0,1381.5,207.225,82.89,55.26,1657.8
26,2,0,2275.0,341.25,136.5,91.0,2730.0
23,3,0,1531.25,229.688,91.875,61.25,1837.502
21,3,1,1602.5,275.43,110.172,73.448,2203.44
22,3,0,1257.75,188.662,75.465,50.31,1509.298
24,2,0,1125.25,168.788,67.515,45.01,1350.302
24,4,0,1860.0,279.0,111.6,74.4,2232.0
23,3,0,1185.25,177.788,71.115,47.41,1422.302
21,2,0,1352.75,202.912,81.165,54.11,1623.298
23,2,0,1602.5,240.375,96.15,64.1,1923.0
20,3,1,1267.75,217.895,87.158,58.105,1743.157
22,4,0,1329.0,199.35,79.74,53.16,1594.8
30,3,0,1401.5,210.225,84.09,56.06,1681.8
22,3,0,1726.25,258.938,103.575,69.05,2071.502
25,2,0,1684.0,252.6,101.04,67.36,2020.8
22,3,4,1187.75,282.091,112.836,75.224,2256.724
23,4,0,1362.75,204.412,81.765,54.51,1635.298
36,3,0,1394.0,209.1,83.64,55.76,1672.8
30,3,0,1589.0,238.35,95.34,63.56,1906.8
22,3,0,1906.25,285.938,114.375,76.25,2287.502
23,3,0,1112.75,166.912,66.765,44.51,1335.298
24,3,0,2095.0,314.25,125.7,83.8,2514.0
24,3,0,2003.75,300.562,120.225,80.15,2404.498
22,2,0,1463.75,219.562,87.825,58.55,1756.498
22,2,1,1638.75,281.66,112.664,75.109,2253.277
25,3,0,1501.25,225.188,90.075,60.05,1801.502
39,3,0,1300.25,195.038,78.015,52.01,1560.302
25,3,0,1430.0,214.5,85.8,57.2,1716.0
21,3,0,1710.0,256.5,102.6,68.4,2052.0
22,3,1,1247.75,214.457,85.783,57.189,1715.661
21,3,3,1793.75,386.777,154.711,103.141,3094.221
21,3,0,1732.5,259.875,103.95,69.3,2079.0
24,2,0,1319.0,197.85,79.14,52.76,1582.8
22,3,2,1605.0,310.969,124.388,82.925,2487.753
24,4,4,1616.25,383.859,153.544,102.362,3070.87
22,3,2,1491.5,288.978,115.591,77.061,2311.825
27,3,0,2123.75,318.562,127.425,84.95,2548.498
23,3,0,1104.0,165.6,66.24,44.16,1324.8
22,2,2,1588.75,307.82,123.128,82.085,2462.557
21,2,1,1171.5,201.352,80.541,53.694,1610.818
22,4,0,1179.0,176.85,70.74,47.16,1414.8
20,2,0,1655.0,248.25,99.3,66.2,1986.0
23,3,0,1512.5,226.875,90.75,60.5,1815.0
28,4,0,1630.25,244.538,97.815,65.21,1956.302
29,3,0,1824.0,273.6,109.44,72.96,2188.8
28,3,0,1440.25,216.038,86.415,57.61,1728.302
28,2,1,1778.75,305.723,122.289,81.526,2445.782
25,2,0,1880.0,282.0,112.8,75.2,2256.0
30,3,1,2018.75,346.973,138.789,92.526,2775.782
22,3,1,1897.5,326.133,130.453,86.969,2609.065
21,3,0,1491.25,223.688,89.475,59.65,1789.502
29,3,0,1908.75,286.312,114.525,76.35,2290.498
40,3,0,1686.25,252.938,101.175,67.45,2023.502
21,3,0,2081.25,312.188,124.875,83.25,2497.502
24,4,2,1209.0,234.244,93.698,62.465,1873.953
24,3,4,1757.5,417.406,166.962,111.308,3339.244
35,3,0,1958.75,293.812,117.525,78.35,2350.498
22,2,1,1647.75,283.207,113.283,75.522,2265.658
23,3,0,2011.25,301.688,120.675,80.45,2413.502
30,3,0,1866.25,279.938,111.975,74.65,2239.502
46,4,0,1247.75,187.162,74.865,49.91,1497.298
26,3,2,1886.25,365.461,146.184,97.456,2923.684
49,2,0,1255.25,188.288,75.315,50.21,1506.302
21,3,4,1743.75,414.141,165.656,110.438,3313.13
20,4,0,1247.75,187.162,74.865,49.91,1497.298
18,4,0,2066.25,309.938,123.975,82.65,2479.502
34,3,0,1366.25,204.938,81.975,54.65,1639.502
25,3,0,1703.75,255.562,102.225,68.15,2044.498
24,4,0,1420.25,213.038,85.215,56.81,1704.302
21,2,4,1295.25,307.622,123.049,82.032,2460.972
28,3,1,1846.25,317.324,126.93,84.62,2538.596
26,3,0,2048.75,307.312,122.925,81.95,2458.498
23,3,1,1860.0,319.688,127.875,85.25,2557.502
20,2,1,1603.75,275.645,110.258,73.505,2205.157
27,3,0,1621.25,243.188,97.275,64.85,1945.502
21,3,1,1812.5,311.523,124.609,83.073,2492.185
16,3,0,1189.0,178.35,71.34,47.56,1426.8
22,3,0,1371.5,205.725,82.29,54.86,1645.8
27,4,1,2085.0,358.359,143.344,95.562,2866.87
45,2,1,1071.5,184.164,73.666,49.11,1473.31
23,4,3,2102.5,453.352,181.341,120.894,3626.818
24,4,0,2257.5,338.625,135.45,90.3,2709.0
20,3,0,1247.75,187.162,74.865,49.91,1497.298
29,2,0,1404.0,210.6,84.24,56.16,1684.8
46,3,0,1345.0,201.75,80.7,53.8,1614.0
35,2,0,1402.75,210.412,84.165,56.11,1683.298
20,2,1,1387.75,238.52,95.408,63.605,1908.157
27,3,0,1394.0,209.1,83.64,55.76,1672.8
22,3,0,1975.0,296.25,118.5,79.0,2370.0
34,4,0,1795.0,269.25,107.7,71.8,2154.0
23,3,0,1319.0,197.85,79.14,52.76,1582.8
27,3,0,1442.5,216.375,86.55,57.7,1731.0
23,3,2,1680.0,325.5,130.2,86.8,2604.0
22,2,0,1359.0,203.85,81.54,54.36,1630.8
25,2,0,1691.25,253.688,101.475,67.65,2029.502
25,3,0,1751.25,262.688,105.075,70.05,2101.502
21,2,1,1052.75,180.941,72.377,48.251,1447.531
23,4,1,1643.75,282.52,113.008,75.339,2260.163
21,3,0,1262.75,189.412,75.765,50.51,1515.298
22,2,0,1505.0,225.75,90.3,60.2,1806.0
43,4,1,1802.5,309.805,123.922,82.615,2478.443
23,3,1,1702.5,292.617,117.047,78.031,2340.935
21,2,0,1027.75,154.162,61.665,41.11,1233.298
23,3,1,1610.0,276.719,110.688,73.792,2213.756
20,3,0,1140.25,171.038,68.415,45.61,1368.302
18,3,2,1416.25,274.398,109.759,73.173,2195.185
28,3,0,1457.5,218.625,87.45,58.3,1749.0
27,3,0,1338.75,200.812,80.325,53.55,1606.498
58,2,0,1329.0,199.35,79.74,53.16,1594.8
24,3,0,2106.25,315.938,126.375,84.25,2527.502
23,3,0,1732.5,259.875,103.95,69.3,2079.0
29,3,0,1451.25,217.688,87.075,58.05,1741.502
23,3,0,1242.75,186.412,74.565,49.71,1491.298
27,4,0,1735.25,260.287,104.115,69.41,2082.298
23,4,0,1652.75,247.912,99.165,66.11,1983.298
